id,Abstract_cleaned
7496,"Agent-Based Modelling, Burglary, Computer Simulation, Crime Reduction Understanding the processes behind crime is an important research area in criminology, which has major implications for both improving policies and developing effective crime prevention strategies (Brantingham and Brantingham, 2004; Groff, 2007a). In order to test modern opportunity theories it is essential to be able model the complex, dynamic interactions of the individuals involved in each crime event. However, studies to date are limited in their ability to provide consistent support for these theories due to an inability to model complex micro-level interactions (Groff, 2007a). Agent-based modelling (ABM) represents a shift in the social sciences towards the use of models that work at the level of the individual. Using the ABM paradigm, human agents can be implemented with realistic human behaviour who interact with each other and their environment to create a dynamic system which mimics a real scenario.This paper presents the development and application of an ABM for simulating the occurrence of residential burglary at an individual level. Experiments are conducted investigate the effectiveness of burglary reduction strategies and criminology theories. The model is able to demonstrate that a commonly used crime-reduction initiative is ineffective at removing crime hotspots."
2261,"This study examined logistics planning in the modular integrated construction supply chain (MiC-SC). Existing models overlook two important characteristics of the MiC-SC-the dynamic behavior of its stakeholders, and the uncertain interactions between its activities and resources-making their applicability limited in real practice. The literature also lacks an understanding of which logistics and construction decisions significantly impact the MiC-SC key performance indicators (KPIs) (e.g., project duration, MiC-SC costs, and emissions). Moreover, optimizing logistics and construction decisions to achieve a trade-off between these KPIs is yet to be addressed. This study contributes to the MiC-SC knowledge by (1) developing a multimethod simulation model that captures the dynamic behavior of MiC-SC stakeholders through agent-based modeling and the uncertain interactions between their internal activities and resources using discrete-event simulation and considering more realistic features such as traffic condition, site layout, heterogeneous truck types, and uncertainty of activities duration; (2) integrating the developed model with the Taguchi approach (TA) to identify the significant logistics and construction decisions that impact five KPIs (project duration, construction costs, construction emissions, logistics costs, and logistics emissions); and (3) applying a simulation-optimization (SO) approach to find the near-optimum logistics and construction decisions that maximize the MiC-SC sustainability through minimizing the project duration, total costs, and carbon emissions. The model's applicability was demonstrated using a case study of a high-rise MiC project. The TA analysis highlighted some interactions between logistics and construction decisions, calling for collaborative decision-making between stakeholders. The proposed SO approach could provide them with near-optimum decisions that minimize the project duration, MiC-SC costs, and emissions."
2221,"Consumer behavior and the decision to adopt an innovation are governed by various motives, which models find difficult to represent. A promising way to introduce the required complexity into modeling approaches is to simulate all consumers individually within an agent-based model (ABM). However, ABMs are complex and introduce new challenges. Especially the calibration of empirical ABMs was identified as a key difficulty in many works. In this work, a general ABM for simulating the Diffusion of Innovations is described. The ABM is differentiable and can employ gradient-based calibration methods, enabling the simultaneous calibration of large numbers of free parameters in large-scale models. The ABM and calibration method are tested by fitting a simulation with 25 free parameters to the large data set of privately owned photovoltaic systems in Germany, where the model achieves a coefficient of determination of R2 ≃ 0.7."
4248,"This paper studies how the communication network between proactive consumers affects the power utilization and fairness in a simplified direct-current microgrid model, composed of three coupled layers: physical (an electric circuit that represents a microgrid), communication (a peer-to-peer network within the microgrid), and regulatory (individual decision strategies). Our results show that, for optimal power utilization and fairness, a global knowledge about the system is needed, demonstrating the importance of a microgrid aggregator to inform about the power consumption for different time periods."
4890,"The increasing availability of open statistical data resources is providing novel opportunities for research and citizen science. Efficient algorithmic tools are needed to realize the full potential of the new information resources. We introduce the eurostat R package that provides a collection of custom tools for the Eurostat open data service, including functions to query, download, manipulate, and visualize these data sets in a smooth, automated and reproducible manner. The online documentation provides detailed examples on the analysis of these spatio-temporal data collections. This work provides substantial improvements over the previously available tools, and has been extensively tested by an active user community. The eurostat R package contributes to the growing open source ecosystem dedicated to reproducible research in computational social science and digital humanities."
8143,"Despite the wideness of the literature on industrial districts (IDs), the driving processes of ID innovation have not still received much attention: Questions about how new innovation processes emerge, how, when and where they evolve are minimally addressed in the literature. To address these questions new theoretical approaches and methodologies are needed. In the paper we approach this topic by adopting complexity science and by using the agent-based simulation methodology. In particular, an agent-based simulation is conducted to investigate how innovation processes in IDs have to be modified to assure their survival in a highly competitive environment."
1805,"Drought is a persistent hazard that impacts the environment, people's livelihoods, access to education and food security. Adaptation choices made by people can influence the propagation of this drought hazard. However, few drought models incorporate adaptive behavior and feedbacks between adaptations and drought. In this research, we present a dynamic drought adaptation modeling framework, ADOPT-AP, which combines socio-hydrological and agent-based modeling approaches. This approach is applied to agropastoral communities in dryland regions in Kenya. We couple the spatially explicit hydrological Dryland Water Partitioning (DRYP) model with a behavioral model capable of simulating different bounded rational behavioral theories (ADOPT). The results demonstrate that agropastoralists respond differently to drought due to differences in (perceptions of) their hydrological environment. Downstream communities are impacted more heavily and implement more short-term adaptation measures than upstream communities in the same catchment. Additional drivers of drought adaptation concern socio-economic factors such as wealth and distance to wells. We show that the uptake of drought adaptation influences soil moisture (positively through irrigation) and groundwater (negatively through abstraction) and, thus, the drought propagation through the hydrological cycle."
3958,"Criminal networks are frequently at risk of disruption through arrest and interorganizational violence. Difficulties in designing empirical studies of criminal network recovery, however, have problematized research into network responses to disruption. In this study, we evaluate criminal network resilience by examining network recovery from disruption in an array of different criminal networks and across different disruption strategies. We use an agent-based model to evaluate how criminal networks recover from disruption. Our results reveal the vulnerabilities and time to recovery of numerous criminal organizations, and through them, we identify which disruption strategies are most effective at damaging various criminal networks."
6932,"Organizations have made a significant effort to implement software for planning and scheduling, but disruptive event management is still a problem to be solved. Since a disruptive event can affect the overall performance of the supply chain, SCEM (Supply Chain Event Management) systems presenting different automation levels such as monitoring, alarm and decision support have been proposed. However, the management of disruptive events, taking into account the distributed nature of the supply chain, the members autonomy and the ability to exert corrective control actions, has been identified as a problem that requires further research. This work presents an agent-based approach for the SCEM problem, which can perform autonomous corrective control actions to minimize the effect of deviations in the plan that is currently being executed. These control actions consist of a distribution of the variation between supply chain members, using the plans slack in a collaborative way. An innovative feature of this approach is its focus on resources, which are affected by disruptive events in a direct way. Based on this approach, a SCEM system is designed as a net of control points defined on resources connected through supply process orders. Two novel aspects are the distributed collaborative inter-organizational architecture of the SCEM system and a Double Contract Net Protocol. This protocol allows a set of resource:representing agents to interact through an agent, representing a supply process order as a mediator. An application to a case study of the Multi-Agent SCEM system implemented with JADE is provided."
1855,"Real-world complex systems research seeks to understand how systems in the world can follow the same rules of complexity. Scientists have found similarities in processes—such as self-organization, micro-to macro-level emergence, and feedback loops—in seemingly disparate phenomena such as the spread of infectious diseases and how traffic patterns are formed. Our project, BioGraph 2.0, was developed to respond to the issue of students’ disjointed understanding of biology due to the fragmented nature of how high school biology is taught in high school classrooms. We hypothesized that by framing multiple biology concepts through the lens of complexity using dynamic simulations, or models featuring complex systems processes, students would be able to see complex systems as a unifying concept throughout biology. We built a series of units modeling phenomena on biological concepts such as gene regulation, ecology, and evolution using an agent-based modeling tool called StarLogo Nova. While previous research over the last decade of this project has highlighted students’ growth in complex systems understanding, in this study, we explored the relationship between complex systems and agent-based models. We investigated pre and post intervention data from over 300 high school students to determine how their metamodeling knowledge influenced their understanding of complex systems. Through a regression analysis, we demonstrate that growth in students’ modeling understanding significantly predicted growth in complex systems understanding. We further triangulate our findings with interview data from students who highlight the importance of the modeling tool to support their complex systems learning."
2223,"Biological agents can act in ways that express a sensitivity to context-dependent relevance. So far it has proven difficult to engineer this capacity for context-dependent sensitivity to relevance in artificial agents. We give this problem the label the “problem of meaning”. The problem of meaning could be circumvented if artificial intelligence researchers were to design agents based on the assumption of the continuity of life and mind. In this paper, we focus on the proposal made by enactive cognitive scientists to design artificial agents that possess sensorimotor autonomy—stable, self-sustaining patterns of sensorimotor interaction that can ground values, norms and goals necessary for encountering a meaningful environment. More specifically, we consider whether the Free Energy Principle (FEP) can provide formal tools for modeling sensorimotor autonomy. There is currently no consensus on how to understand the relationship between enactive cognitive science and the FEP. However, a number of recent papers have argued that the two frameworks are fundamentally incompatible. Some argue that biological systems exhibit historical path-dependent learning that is absent from systems that minimize free energy. Others have argued that a free energy minimizing system would fail to satisfy a key condition for sensorimotor agency referred to as “interactional asymmetry”. These critics question the claim we defend in this paper that the FEP can be used to formally model autonomy and adaptivity. We will argue it is too soon to conclude that the two frameworks are incompatible. There are undeniable conceptual differences between the two frameworks but in our view each has something important and necessary to offer. The FEP needs enactive cognitive science for the solution it provides to the problem of meaning. Enactive cognitive science needs the FEP to formally model the properties it argues to be constitutive of agency. Our conclusion will be that active inference models based on the FEP provides a way by which scientists can think about how to address the problems of engineering autonomy and adaptivity in artificial agents in formal terms. In the end engaging more closely with this formalism and its further developments will benefit those working within the enactive framework."
302,"Navigating the complexity of petroleum futures markets—marked by extreme volatility, geopolitical uncertainty, and macroeconomic shocks—demands adaptive and risk-sensitive strategies. This paper explores an Adaptive Risk-sensitive Transformer-based Deep Reinforcement Learning (ART-DRL) framework to improve portfolio optimization in commodity futures trading. While deep reinforcement learning (DRL) has been applied in equities and forex, its use in commodities remains underexplored. We evaluate DRL models, including Deep Q-Networks (DQN), Proximal Policy Optimization (PPO), Advantage Actor-Critic (A2C), and Deep Deterministic Policy Gradient (DDPG), integrating dynamic reward functions and asset-specific optimization. Empirical results show improvements in risk-adjusted performance, with an annualized return of 1.353, a Sharpe Ratio of 4.340, and a Sortino Ratio of 57.766. Although the return is below DQN (1.476), the proposed model achieves better stability and risk control. Notably, the models demonstrate resilience by learning from historical periods of extreme volatility, including the COVID-19 pandemic (2020–2021) and geopolitical shocks such as the Russia–Ukraine conflict (2022), despite testing commencing in January 2023. This research offers a practical, data-driven framework for risk-sensitive decision-making in commodities, showing how machine learning can support portfolio management under volatile market conditions."
460,"We develop the Canadian behavioral Agent-Based Model (CANVAS) that complements traditional macroeconomic models for forecasting and monetary policy analysis. CANVAS represents a next-generation modeling effort featuring enhancements in three dimensions: introducing household and firm heterogeneity, departing from rational expectations, and modeling price and quantity setting heuristics within a production network. The expanded modeling capacity is achieved by harnessing large-scale Canadian micro- and macroeconomic datasets and incorporating adaptive learning and simple heuristics. The out-of-sample forecasting performance of CANVAS is found to be competitive with a benchmark vector auto-regressive (VAR) model and a DSGE model. When applied to analyze the COVID-19 pandemic episode, our model helps explain both the macroeconomic movement and the interplay between expectation formation and cost-push shocks. CANVAS is one of the first macroeconomic agent-based models applied by a central bank to support projection and alternative scenarios, marking an advancement in the toolkit of central banks and enriching monetary policy analysis."
1796,"We provide explorative insights on how farms which manage strong and successful growth affect farms in their neighbourhoods through spatial competition for land. The study is based on an exploratory analysis of repeated framed experiments within the business game FarmAgriPoliS (Appel & Balmann, Ecological Complexity, 40, 2019). In particular, we analyse the spatial influences of different behavioural clusters of farm managers. Our analysis finds that farms which manage strong growth substantially affect the development of farms in a spatial neighbourhood of some 10 km. Although the influence on the neighbourhood decreases with distance, the functional correlations of farm growth as well as exits are neither linear nor exponential, but eventually rather wave-like. We further discuss the spatial interdependence of farms and the related overlaps of the predator–prey phenomenon with the phenomena of farms' path dependency and agricultural structural change. We conclude that along with farmers' strategies and their abilities, the characteristics of their neighbours and the distances between neighbouring farms also determine who is ‘predator’ and who is ‘prey’."
5708,"In this paper, we investigate the impact of inaccurate forecasting on the coordination of distributed investment decisions. In particular, by setting up a computational multi-agent model of a stylized firm, we investigate the case of investment opportunities that are mutually carried out by organizational departments. The forecasts of concern pertain to the initial amount of money necessary to launch and operate an investment opportunity, to the expected intertemporal distribution of cash flows, and the departments' efficiency in operating the investment opportunity at hand. We propose a budget allocation mechanism for coordinating such distributed decisions The paper provides guidance on how to set framework conditions, in terms of the number of investment opportunities considered in one round of funding and the number of departments operating one investment opportunity, so that the coordination mechanism is highly robust to forecasting errors. Furthermore, we show that - in some setups - a certain extent of misforecasting is desirable from the firm's point of view as it supports the achievement of the corporate objective of value maximization. We then address the question of how to improve forecasting quality in the best possible way, and provide policy advice on how to sequence activities for improving forecasting quality so that the robustness of the coordination mechanism to errors increases in the best possible way. At the same time, we show that wrong decisions regarding the sequencing can lead to a decrease in robustness. Finally, we conduct a comprehensive sensitivity analysis and prove that - in particular for relatively good forecasters - most of our results are robust to changes in setting the parameters of our multi-agent simulation model."
7485,"There is growing concern about the evolutionary consequences of human harvesting on phenotypic trait quality in wild populations. Undesirable consequences are especially likely with trophy hunting because of its strong bias for specific phenotypic trait values, such as large antlers in cervids and horns in bovids. Selective hunting can cause a decline in a trophy trait over time if it is heritable, thereby reducing the long-term sustainability of the activity itself. How can we build a sustainable trophy hunting tradition without the negative trait-altering effects? We used an individual-based model to explore whether selective compensatory culling of 'low quality' individuals at an early life stage can facilitate sustainability, as suggested by information from managed game populations in eastern and central Europe. Our model was rooted in empirical data on red deer, where heritability of sexual ornaments has been confirmed and phenotypic quality can be assessed by antler size in individuals as young as 1 year. Simulations showed that targeted culling of low-quality yearlings could counter the selective effects of trophy hunting on the distribution of the affected trait (e.g. antler or horn size) in prime-aged individuals. Assumptions of trait heritability and young-to-adult correlation were essential for compensation, but the model proved robust to various other assumptions and changes to input parameters. The simulation approach allowed us to verify responses as evolutionary changes in trait values rather than short-term consequences of altered age structure, density and viability selection. We conclude that evolutionarily enlightened management may accommodate trophy hunting. This has far reaching implications as income from trophy hunting is often channelled into local conservation efforts and rural economies. As an essential follow-up, we recommend an analysis of the effects of trophy hunting in conjunction with compensatory culling on the phenotypic and underlying genetic variance of the trophy trait."
7343,"Purpose: The purpose of this is to add both to the development of complex systems thinking in the subject area of operations and production management and to the limited number of applications of computational models and simulations from the science of complex systems. The latter potentially offer helpful decision-support tools for operations and production managers. Design/methodology/approach: A mechanical engineering firm was used as a case study where a combined qualitative and quantitative methodological approach was employed to extract the required data from four senior managers. Company performance measures as well as firm technologies, practices and policies, and their relation and interaction with one another, were elicited. The data were subjected to an evolutionary complex systems (ECS) model resulting in a series of simulations. Findings: The findings highlighted the effects of the diversity in management decision making on the firm's evolutionary trajectory. The CEO appeared to have the most balanced view of the firm, closely followed by the marketing and research and development managers. The manufacturing manager's responses led to the most extreme evolutionary trajectory where the integrity of the entire firm came into question particularly when considering how employees were utilised. Research limitations/implications: By drawing directly from the opinions and views of managers, rather than from logical ""if-then"" rules and averaged mathematical representations of agents that characterise agent-based and other self-organisational models, this work builds on previous applications by capturing a micro-level description of diversity that has been problematical both in theory and application. Practical implications: This approach can be used as a decision-support tool for operations and other managers providing a forum with which to explore: the strengths, weaknesses and consequences of different decision-making capacities within the firm; the introduction of new manufacturing technologies, practices and policies; and the different evolutionary trajectories that a firm can take. Originality/value: With the inclusion of ""micro-diversity"", ECS modelling moves beyond the self-organisational models that populate the literature but has not as yet produced a great many practical simulation results. This work is a step in that direction."
5336,"Antarctica attracts tourists who want to explore its unique nature and landscapes. Antarctic tourism has rapidly grown since 1991 and is currently picking up again after the recent global economic downturn. Tourism activities are subject to the rules of the Antarctic Treaty System (ATS) and the decisions made by the Antarctic Treaty Consultative Parties (ATCPs), but within this context, the industry has considerable freedom to self-organise. The industry is self-regulated by a voluntary member-based group, the International Association of Antarctica Tour Operators (IAATO). Researchers and policy-makers express concern about IAATO's ability to deal with further tourism development and the environmental consequences. This study applies a new approach to understand what affects self-regulation, consisting of a literature review and agent-based modelling (ABM). The review identifies four challenges for self-regulation: operator commitment, tourism growth, operator diversification, and accidents. The ABM simulations help conceptualise the complex concepts and theories surrounding self-regulation. Self-regulation is measured by the capacity of the simulated self-regulatory system to maintain a majority membership at the end of 20 years. The model suggests that a number of the challenges are nonlinear and have tipping points. This approach provides insights that industry officials and policy-makers can use to proactively regulate Antarctic tourism."
3687,"How to increase clean energy utilization is a key issue in household energy consumption analysis aimed at alleviating air pollution and improving the health of residents. Clean energy substitution is a complex decision process between related stakeholders, and is affected by a combination of factors such as geographical location and household income. To evaluate the potential of clean energy promotion to contribute to better policy decisions and measures, an agent-based household energy consumption model is established to capture the group habits of different stakeholders and the impact mechanism of critical influential factors. Multi-layered structures including various types of households and energy consumption devices are modeled. The experimental results of several scenario analyses show that increased income, improved technology and subsidies from local governments can influence clean energy substitution in the household in various ways. These findings provide a better understanding of the energy cleaning process and decision-making support for governments."
6757,"Living in a large social group is thought to increase disease risk in wild animal populations, but comparative studies have provided mixed support for this prediction. Here, we take a social network perspective to investigate whether patterns of social contact within groups influence parasite risk. Specifically, increased modularity (i. e. sub-grouping) in larger groups could offset the increased disease risk associated with living in a large group. We simulated the spread of a contagious pathogen in random social networks to generate theoretically grounded predictions concerning the relationship between social network connectivity and the success of socially transmitted pathogens. Simulations yielded the prediction that community modularity (Q) negatively impacts parasite success. No clear predictions emerged for a second network metric we considered, the eigenvector centralization index (C), as the relationship between this measure and parasite success depended on the transmission probability of parasites. We then tested the prediction that Q reduces parasite success in a phylogenetic comparative analysis of social network modularity and parasite richness across 19 primate species. Using a Bayesian implementation of phylogenetic generalized least squares and controlling for sampling effort, we found that primates living in larger groups exhibited higher Q, and as predicted by our simulations, higher Q was associated with lower richness of socially transmitted parasites. This suggests that increased modularity mediates the elevated risk of parasitism associated with living in larger groups, which could contribute to the inconsistent findings of empirical studies on the association between group size and parasite risk. Our results indicate that social networks may play a role in mediating pressure from socially transmitted parasites, particularly in large groups where opportunities for transmitting communicable diseases are abundant. We propose that parasite pressure in gregarious primates may have favored the evolution of behaviors that increase social network modularity, especially in large social groups."
7751,"In this paper we introduce a simple model based on probabilistic finite state automata to describe an emotional interaction between a robot and a human user, or between simulated agents. Based on the agent's personality, attitude, and nature, and on the emotional inputs it receives, the model will determine the next emotional state displayed by the agent itself. The probabilistic and time-varying nature of the model yields rich and dynamic interactions, and an autonomous adaptation to the interlocutor. In addition, a reinforcement learning technique is applied to have one agent drive its partner's behavior toward desired states. The model may also be used as a tool for behavior analysis, by extracting high probability patterns of interaction and by resorting to the ergodic properties of Markov chains."
2148,"Recent disasters have demonstrated the challenges faced by society as a result of the increasing complexity of disaster risk. In this perspective article, we discuss the complex interactions between hazards and vulnerability and suggest methodological approaches to assess and include dynamics of vulnerability in our risk assessments, learning from the compound and multi-hazard, socio-hydrology, and socio-ecological research communities. We argue for a changed perspective, starting with the circumstances that determine dynamic vulnerability. We identify three types of dynamics of vulnerability: (1) the underlying dynamics of vulnerability, (2) changes in vulnerability during long-lasting disasters, and (3) changes in vulnerability during compounding disasters and societal shocks. We conclude that there is great potential to capture the dynamics of vulnerability using qualitative and model-based methods, both for reproducing historic and projecting future dynamics of vulnerability. We provide examples using narratives, agent-based models, and system dynamics."
4959,"In the last decade, interest in the ""wisdom of crowds"" effect has gained momentum in both organizational research and corporate practice. Crowd wisdom relies on the aggregation of independent judgments. The accuracy of a group's aggregate prediction rises with the number, ability, and diversity of its members. We investigate these variables' relative importance for collective prediction using agent-based simulation. We replicate the ""diversity trumps ability"" proposition for large groups, showing that samples of heterogeneous agents outperform same-sized homogeneous teams of high ability. In groups smaller than approximately 16 members, however, the effects of group composition depend on the social decision function employed: diversity is key only in continuous estimation tasks (averaging) and much less important in discrete choice tasks (voting), in which agents' individual abilities remain crucial. Thus, strategies to improve collective decision making must adapt to the predictive situation at hand"
790,"Intertwined supply network (ISN) is a complex system consisting of multiple interconnected supply chains orchestrated by different focal firms. The inherent interconnectedness of an ISN makes it vulnerable to localized disruptions, which can propagate through intricate supplier-buyer relationships, causing unpredictable disruption ripple effects that exacerbate vulnerabilities. While existing literature provides valuable insights into the vulnerability of supply networks with a single focal firm, less attention has been given to ISN comprising multiple competing focal firms. This study proposes an agent-based model to simulate the diffusion of disruption ripple effects in a realistic ISN. The model is used to assess the relative effects of firms' structural and operational attributes on vulnerability and to compare the effectiveness of three mainstream resilience strategies—resistance, adaptation, and recovery—in mitigating the overall vulnerability of ISN. Furthermore, the interaction of resilience strategies initiated by different focal firms in the ISN is explored. The results suggest that focal firms should prioritize their own structural attributes and those of their neighboring firms to address vulnerabilities effectively. Moreover, focal firms can identify partners with higher reciprocity and engage in cooperation for resilience investment. This study contributes to the understanding of ISN vulnerability and provides practical insights for developing effective resilience strategies in complex supply networks."
7552,"Social simulation is often described as a multidisciplinary and fast-moving field. This can make it difficult to obtain an overview of the field both for contributing researchers and for outsiders who are interested in social simulation. The Journal for Artificial Societies and Social Simulation (JASSS) completing its tenth year provides a good opportunity to take stock of what happened over this time period. First, we use citation analysis to identify the most influential publications and to verify characteristics of social simulation such as its multidisciplinary nature. Then, we perform a co-citation analysis to visualize the intellectual structure of social simulation and its development. Overall, the analysis shows social simulation both in its early stage and during its first steps towards becoming a more differentiated discipline."
218,"This paper contributes to the field of urban waste collection systems, which are crucial for advancing sustainability, urban cleanliness, and the aesthetic quality of cities. Specifically, it introduces a novel framework designed to support planners and decision makers in the design of efficient and responsive textile waste collection systems, aligned with both environmental objectives and citizen engagement. To this end, the framework exploits a hybrid simulation platform that realistically models the logistics infrastructure in a spatially explicit environment. Also, within the framework, citizens are represented as adaptive agents whose environmental attitudes evolve through personal experience, social influence, and perceived service quality. The behavioural layer is the core element of the framework. It enables dynamic analysis of the two-way feedback between citizen participation and service effectiveness to underscore the often-overlooked role of citizen behaviour in shaping overall system performance. The model was tested in a representative urban scenario under varying operational conditions. The results highlight how policy incentives and smart collection infrastructure can significantly boost participation, while social segregation may hinder the adoption of sustainable practices. The framework ultimately offers a generalisable decision-support tool to explore the behavioural dimension of circular economy initiatives and develop robust, scenario-based strategies."
4506,"Agent Based Modelling (ABM) is an approach for modelling dynamic systems and studying complex and emergent behaviour. ABMs have been widely applied in diverse disciplines including biology, economics, and social sciences. The scalability of ABM simulations is typically limited due to the computationally expensive nature of simulating a large number of individuals. As such, large scale ABM simulations are excellent candidates to apply parallel computing approaches such as Graphics Processing Units (GPUs). In this paper, we present an extension to the FLAME GPU1 [1] framework which addresses the divergence problem, i.e. the challenge of executing the behaviour of non-homogeneous individuals on vectorised GPU processors. We do this by describing a modelling methodology which exposes inherent parallelism within the model which is exploited by novel additions to the software permitting higher levels of concurrent simulation execution. Moreover, we demonstrate how this extension can be applied to realistic cellular level tissue model by benchmarking the model to demonstrate a measured speedup of over 4x."
6248,"Objective. To develop a conceptual computational agent-based model (ABM) to explore community-wide versus spatially focused crime reporting interventions to reduce community crime perpetrated by youth. Method. Agents within the model represent individual residents and interact on a two-dimensional grid representing an abstract nonempirically grounded community setting. Juvenile agents are assigned initial random probabilities of perpetrating a crime and adults are assigned random probabilities of witnessing and reporting crimes. The agents' behavioral probabilities modify depending on the individual's experience with criminal behavior and punishment, and exposure to community crime interventions. Cost-effectiveness analyses assessed the impact of activating different percentages of adults to increase reporting and reduce community crime activity. Community-wide interventions were compared with spatially focused interventions, in which activated adults were focused in areas of highest crime prevalence. Results. The ABM suggests that both community-wide and spatially focused interventions can be effective in reducing overall offenses, but their relative effectiveness may depend on the intensity and cost of the interventions. Although spatially focused intervention yielded localized reductions in crimes, such interventions were shown to move crime to nearby communities. Community-wide interventions can achieve larger reductions in overall community crime offenses than spatially focused interventions, as long as sufficient resources are available. Conclusion. The ABM demonstrates that community-wide and spatially focused crime strategies produce unique intervention dynamics influencing juvenile crime behaviors through the decisions and actions of community adults. It shows how such models might be used to investigate community-supported crime intervention programs by integrating community input and expertise and provides a simulated setting for assessing dimensions of cost comparison and intervention effect sustainability. ABM illustrates how intervention models might be used to investigate community-supported crime intervention programs."
6846,"The field of social computing emerged more than ten years ago. During the last decade, researchers from a variety of disciplines have been closely collaborating to boost the growth of social computing research. This paper aims at identifying key researchers and institutions, and examining the collaboration patterns in the field. We employ co-authorship network analysis at different levels to study the bibliographic information of 6 543 publications in social computing from 1998 to 2011. This paper gives a snapshot of the current research in social computing and can provide an initial guidance to new researchers in social computing."
6424,"In negotiations over land-right acquisitions, landowners have an informational advantage over conservation groups because they know more about the opportunity costs of conservation measures on their sites. This advantage creates the possibility that landowners will demand payments greater than the required minimum, where this minimum required payment is known as the landowner's willingness to accept (WTA). However, in recent studies of conservation costs, researchers have assumed landowners will accept conservation with minimum payments. We investigated the ability of landowners to demand payments above their WTA when a conservation group has identified multiple sites for protection. First, we estimated the maximum payment landowners could potentially demand, which is set when groups of landowners act as a cooperative. Next, through the simulation of conservation auctions, we explored the amount of money above landowners' WTA (i.e., surplus) that conservation groups could cede to secure conservation agreements, again investigating the influence of landowner cooperatives. The simulations showed the informational advantage landowners held could make conservation investments up to 42% more expensive than suggested by the site WTAs. Moreover, all auctions resulted in landowners obtaining payments greater than their WTA; thus, it may be unrealistic to assume landowners will accept conservation contracts with minimum payments. Of particular significance for species conservation, conservation objectives focused on overall species richness, which therefore recognize site complementarity, create an incentive for landowners to form cooperatives to capture surplus. To the contrary, objectives in which sites are substitutes, such as the maximization of species occurrences, create a disincentive for cooperative formation."
4373,"In this work we develop an agent-based model that offers an alternative to standard, computable general equilibrium integrated assessment models (IAMs). The Dystopian Schumpeter meeting Keynes (DSK) model is composed of heterogeneous firms belonging to capital-good, consumption-good and energy sectors. Production and energy generation lead to greenhouse gas emissions, which affect temperature dynamics. Climate damages are modelled at the individual level as stochastic shocks hitting workers' labour productivity, energy efficiency, capital stock and inventories of firms. In that, aggregate damages emerge from the aggregation of losses suffered by heterogeneous, interacting and boundedly rational agents. The model is run focusing on a business-as-usual carbon-intensive scenario consistent with a Representative Concentration Pathway 8.5. We find that the DSK model is able to account for a wide ensemble of micro- and macro-empirical regularities concerning both economic and climate dynamics. Simulation experiments show a substantial lack of isomorphism between the effects of micro- and macro-level shocks, as it is typical in complex system models. In particular, different types of shocks have heterogeneous impact on output growth, unemployment rate, and the likelihood of economic crises, pointing to the importance of the different economic channel affected by the shock. Overall, we report much larger climate damages than those projected by standard IAMs under comparable scenarios, suggesting possible shifts in the growth dynamics, from a self-sustained pattern to stagnation and high volatility, and the need of urgent policy interventions."
1027,"In this paper we study Nash equilibria in auctions from the kinetic theory of active particles point of view. We propose a simple learning rule for agents to update their bidding strategies based on their previous successes and failures, in first-price auctions with two bidders. Then, we formally derive the corresponding kinetic equations which describe the evolution over time of the distribution of agents on the bidding strategies. We show that the stationary solution of the equation corresponds to the symmetric Nash equilibrium of the auction, and we prove the convergence to this stationary solution when time goes to infinity. We also introduce a more general learning rule that only depends on the income of agents, and we apply to both first- and second-price auctions. We show that agents learn the Nash equilibrium in first- and second-price auctions with these rules. We present agent-based simulations of the models, and we discuss several open problems."
8241,"The significance of agent-based service in healthcare is discussed. As e-health is evolving into entities such as m-health (mobile) or u-health (ubiquitous), which focus on applications that provide healthcare to people anywhere, anytime using broadband and wireless mobile technologies, service-oriented approach based on semantics is finding its utility due to its ability to offer different description to different cases. The integration of Sematic Web services and agent technologies use the interactions' contextual information for advanced e-health applications to acquire information related to interactions using open software systems. In this system, the patient, healthcare professionals who provide on-site medical care, external emergency assistance organizations and administrators of local healthcare institutions play a key role. The system uses a taxonomy of social roles and interactions, and generalizes the social interactions to model these interactions."
5064,"Biofuel production is not cost competitive and thus requires governmental intervention. The effect of the institutional framework on the development of the biofuel sector is not yet well understood. This paper aims to analyze how biofuel production and production capacity could have evolved in Germany in the period 1992–2014. The effects of an agricultural policy intervention (liberalization of the agricultural market) and a bioenergy policy intervention (a tax on biodiesel after an initial exemption) are explored. Elements of the Modeling Agent systems based on Institutional Analysis (MAIA) framework, complex adaptive systems (CAS) theory, and Neo Institutional Economics (NIE) theory were used to conceptualize and formalize the system in an agent-based model. It was found that an early liberalization of the agricultural market led to an under-production of biodiesel; a late liberalization led to the collapse of biodiesel production. An early introduction of the biodiesel tax led to stagnation in biodiesel production and production capacity; a late introduction led to an increase in sunk costs provided that the biofuel quota is binding. Also, a lack of agents’ adaptation mechanism to forecast prices led to a decrease in patterns of biodiesel production when an external shock was introduced in the system. In sum, we argue that system behavior is influenced by individual behavior which is shaped by institutions."
